MONITOR_OFFICIAL_NAME,MONITOR_EXP_NAME,DCUM,IP,IS_CABLE_CONNECTED,SELECTED_RS,SECONDS_IRRADIATION,SOURCE_DISTANCE_CM,BLM_SOURCE_TEST_THRESHOLD_GY_S,BLM_REACH_FLAG,BLM_LOCATION,BLM_POSITION
BLMEI.B4L3,BLMEI.04L3.B2E10_TCSM.4L3.B2,6619,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMTS.A4L3,BLMTS.04L3.B2E10_TCSG.4L3.B2,6620.87,LHC_IP3,1,RS09,30,1,0.05,Difficult,Ring,External
BLMTI.A4L3,BLMTI.04L3.B2E10_TCSG.4L3.B2,6621,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.E4L3,BLMQI.04L3.B2E30_MQWA.D4L3,6624.94,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.D4L3,BLMQI.04L3.B1I20_MQWA.C4L3,6628.74,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.C4L3,BLMQI.04L3.B2E20_MQWB.4L3,6632.54,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.B4L3,BLMQI.04L3.B1I30_MQWA.B4L3,6636.34,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.A4L3,BLMQI.04L3.B2E10_MQWB.4L3,6640.14,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.A4R3,BLMQI.04R3.B1I10_MQWA.A4R3,6689.31,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.B4R3,BLMQI.04R3.B2E30_MQWA.B4R3,6693.11,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.C4R3,BLMQI.04R3.B1I20_MQWB.4R3,6696.91,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.D4R3,BLMQI.04R3.B2E20_MQWA.C4R3,6700.71,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.E4R3,BLMQI.04R3.B1I30_MQWA.D4R3,6704.51,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMTS.A4R3,BLMTS.04R3.B1I10_TCSG.4R3.B1,6708.58,LHC_IP3,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMTI.A4R3,BLMTI.04R3.B1I10_TCSG.4R3.B1,6708.71,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMES.B4R3,BLMES.04R3.B1I10_TCSM.4R3.B1,6710.57,LHC_IP3,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMEI.B4R3,BLMEI.04R3.B1I10_TCSM.4R3.B1,6710.7,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMQI.F4R3,BLMQI.04R3.B2E10_MQWA.E4R3,6712.65,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMTS.A5R3,BLMTS.05R3.B1I10_TCSG.A5R3.B1,6719.92,LHC_IP3,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMTI.A5R3,BLMTI.05R3.B1I10_TCSG.A5R3.B1,6720.05,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMES.B5R3,BLMES.05R3.B1I10_TCSM.A5R3.B1,6721.92,LHC_IP3,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMEI.B5R3,BLMEI.05R3.B1I10_TCSM.A5R3.B1,6722.05,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMTS.B5R3,BLMTS.05R3.B1I10_TCSG.B5R3.B1,6725.74,LHC_IP3,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMTI.B5R3,BLMTI.05R3.B1I10_TCSG.B5R3.B1,6725.87,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMES.D5R3,BLMES.05R3.B1I10_TCSM.B5R3.B1,6727.74,LHC_IP3,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMEI.D5R3,BLMEI.05R3.B1I10_TCSM.B5R3.B1,6727.87,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMTS.C5R3,BLMTS.05R3.B1I10_TCLA.A5R3.B1,6756.22,LHC_IP3,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMTI.C5R3,BLMTI.05R3.B1I10_TCLA.A5R3.B1,6756.35,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMTS.D5R3,BLMTS.05R3.B1I10_TCLA.B5R3.B1,6758.22,LHC_IP3,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMTI.D5R3,BLMTI.05R3.B1I10_TCLA.B5R3.B1,6758.35,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMQI.A5R3,BLMQI.05R3.B2E30_MQWB.5R3,6791.98,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.B5R3,BLMQI.05R3.B1I10_MQWA.B5R3,6795.78,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.C5R3,BLMQI.05R3.B2E20_MQWB.5R3,6799.58,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.D5R3,BLMQI.05R3.B1I20_MQWA.C5R3,6803.38,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMEI.G5R3,BLMEI.05R3.B2E10_TCSM.5R3.B2,6805.32,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMES.G5R3,BLMES.05R3.B2E10_TCSM.5R3.B2,6805.45,LHC_IP3,1,RS09,30,1,0.05,Difficult,Ring,External
BLMTI.E5R3,BLMTI.05R3.B2E10_TCSG.5R3.B2,6807.32,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMTS.E5R3,BLMTS.05R3.B2E10_TCSG.5R3.B2,6807.45,LHC_IP3,1,RS09,30,1,0.05,Difficult,Ring,External
BLMQI.E5R3,BLMQI.05R3.B2E10_MQWA.D5R3,6811.52,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.F5R3,BLMQI.05R3.B1I30_MQWA.E5R3,6815.32,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMTI.A6R3,BLMTI.06R3.B2E10_TCAPA.6R3.B2,6831.58,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMTS.A6R3,BLMTS.06R3.B2E10_TCAPA.6R3.B2,6831.64,LHC_IP3,1,RS09,30,1,0.05,Difficult,Ring,External
BLMEI.B6R3,BLMEI.06R3.B2E10_TCHSH.6R3.B2,6839.44,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMES.B6R3,BLMES.06R3.B2E10_TCHSH.6R3.B2,6839.57,LHC_IP3,1,RS09,30,1,0.05,Difficult,Ring,External
BLMTI.B6R3,BLMTI.06R3.B2E10_TCP.6R3.B2,6840.64,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMTS.B6R3,BLMTS.06R3.B2E10_TCP.6R3.B2,6840.77,LHC_IP3,1,RS09,30,1,0.05,Difficult,Ring,External
BLMTS.C6R3,BLMTS.06R3.B1I10_TCLA.6R3.B1,6844.77,LHC_IP3,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMTI.C6R3,BLMTI.06R3.B1I10_TCLA.6R3.B1,6844.9,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMQI.A6R3,BLMQI.06R3.B2E30_MQTL,6858.19,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.B6R3,BLMQI.06R3.B1I10_MQTL,6861.2,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.C6R3,BLMQI.06R3.B2E20_MQTL,6865.02,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.D6R3,BLMQI.06R3.B1I20_MQTL,6866.22,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.E6R3,BLMQI.06R3.B2E10_MQTL,6869.04,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.A7R3,BLMQI.06R3.B1I30_MQTL,6873.2,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMTS.A7R3,BLMTS.07R3.B1I10_TCLA.7R3.B1,6916.18,LHC_IP3,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMTI.A7R3,BLMTI.07R3.B1I10_TCLA.7R3.B1,6916.31,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMQI.B7R3,BLMQI.07R3.B2E30_MQ,6923.08,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.C7R3,BLMQI.07R3.B1I10_MQ,6927.76,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.D7R3,BLMQI.07R3.B2E20_MQ,6929.58,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.F7R3,BLMQI.07R3.B2E10_MQ,6932.37,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.A8R3,BLMQI.07R3.B1I30_MQ,6934.87,LHC_IP3,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMAI.A8R3,BLMAI.08R3.B1I21_MBA,6939.87,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMAI.B8R3,BLMAI.08R3.B1I22_MBA,6945.07,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.A8R3,BLMBI.08R3.B0T10_MBA-MBB_07R3,6949.28,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMAI.C8R3,BLMAI.08R3.B1I30_MBA,6950.53,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMAI.D8R3,BLMAI.08R3.B1I21_MBB,6954.18,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMAI.E8R3,BLMAI.08R3.B1I22_MBB,6957.83,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMAI.F8R3,BLMAI.08R3.B1I23_MBB,6961.48,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.B8R3,BLMQI.08R3.B2E30_MQ,6963.73,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C8R3,BLMQI.08R3.B1I10_MQ,6966.82,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.D8R3,BLMQI.08R3.B2E20_MQ,6968.24,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F8R3,BLMQI.08R3.B2E10_MQ,6971.48,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.A9R3,BLMQI.08R3.B1I30_MQ,6973.98,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMAI.A9R3,BLM2I.09R3.B1I21_MBA_MBA,6979.72,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMAI.C9R3,BLMAI.09R3.B1I22_MBA,6985.22,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMAI.D9R3,BLMAI.09R3.B1I23_MBA,6987.22,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.A9R3,BLMBI.09R3.B0T10_MBA-MBB_08R3,6988.35,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMAI.E9R3,BLMAI.09R3.B1I30_MBA,6990.19,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMAI.F9R3,BLMAI.09R3.B1I21_MBB,6992.72,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMAI.G9R3,BLMAI.09R3.B1I22_MBB,6995.22,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMAI.H9R3,BLMAI.09R3.B1I23_MBB,6997.72,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMAI.I9R3,BLM2I.09R3.B1I24_MBB_MBB,7000.22,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.B9R3,BLMQI.09R3.B2E30_MQ,7002.8,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C9R3,BLMQI.09R3.B1I10_MQ,7005.89,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.D9R3,BLMQI.09R3.B2E20_MQ,7008.03,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F9R3,BLMQI.09R3.B2E10_MQ,7011.94,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.A10R3,BLM2I.09R3.B1I30_MQ_MQ,7014.44,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMAI.A10R3,BLM2I.10R3.B1I21_MBA_MBA,7018.47,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMAI.C10R3,BLM2I.10R3.B1I30_MBA_MBA,7025.79,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.A10R3,BLMBI.10R3.B0T10_MBA-MBB_09R3,7028.81,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMAI.E10R3,BLM2I.10R3.B1I21_MBB_MBB,7033.47,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMAI.G10R3,BLM2I.10R3.B1I22_MBB_MBB,7040.97,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.B10R3,BLMQI.10R3.B2E30_MQ,7043.26,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C10R3,BLMQI.10R3.B1I10_MQ,7046.35,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.D10R3,BLMQI.10R3.B2E20_MQ,7047.77,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F10R3,BLMQI.10R3.B2E10_MQ,7051.01,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.A11R3,BLM2I.10R3.B1I30_MQ_MQ,7053.51,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMAI.A11R3,BLM2I.11R3.B1I21_MBA_MBA,7055.14,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMAI.C11R3,BLM2I.11R3.B1I22_MBA_MBA,7060.54,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMAI.E11R3,BLM2I.11R3.B1I30_MBA_MBA,7065.94,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.A11R3,BLMBI.11R3.B0T10_MBA-MBB_10R3,7067.88,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMAI.G11R3,BLM2I.11R3.B1I21_MBB_MBB,7070.82,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMAI.I11R3,BLM2I.11R3.B1I22_MBB_MBB,7075.12,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMAI.K11R3,BLM2I.11R3.B1I23_MBB_MBB,7080.22,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.B11R3,BLMBI.11R3.B0T20_MBB-LEFL_11R3,7083.54,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B11R3,BLMQI.11R3.B2E30_MQ,7096.05,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C11R3,BLMQI.11R3.B1I10_MQ,7099.14,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F11R3,BLMQI.11R3.B1I22_MQ,7103.72,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.G11R3,BLMQI.11R3.B2E10_MQ,7103.79,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.A12R3,BLMQI.11R3.B1I30_MQ,7106.29,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.A12R3,BLMBI.12R3.B0T10_MBA-MBB_11R3,7120.66,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B12R3,BLMBI.12R3.B0T20_MBB-MBA_12R3,7136.32,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B12R3,BLMQI.12R3.B2E30_MQ,7150.77,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C12R3,BLMQI.12R3.B1I10_MQ,7153.86,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F12R3,BLMQI.12R3.B2E10_MQ,7157.27,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.A13R3,BLMQI.12R3.B1I30_MQ,7159.77,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.A13R3,BLMBI.13R3.B0T10_MBB-MBA_12R3,7174.11,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMAI.A13R3,BLM2I.13R3.B1I21_MBA_MBA,7177.04,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMAI.C13R3,BLM2I.13R3.B1I22_MBA_MBA,7184.22,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.B13R3,BLMBI.13R3.B0T20_MBA-MBB_13R3,7189.77,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMAI.E13R3,BLM2I.13R3.B1I21_MBB_MBA,7191.52,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMAI.G13R3,BLM2I.13R3.B1I22_MBB_MBB,7199.22,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.B13R3,BLMQI.13R3.B2E30_MQ,7204.22,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C13R3,BLMQI.13R3.B1I10_MQ,7207.31,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F13R3,BLMQI.13R3.B2E10_MQ,7210.72,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.A14R3,BLMQI.13R3.B1I30_MQ,7213.22,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.A14R3,BLMBI.14R3.B0T10_MBA-MBB_13R3,7227.56,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B14R3,BLMBI.14R3.B0T20_MBB-MBA_14R3,7243.22,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B14R3,BLMQI.14R3.B2E30_MQ,7257.67,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C14R3,BLMQI.14R3.B1I10_MQ,7260.76,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F14R3,BLMQI.14R3.B2E10_MQ,7264.17,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.A15R3,BLMQI.14R3.B1I30_MQ,7266.67,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.A15R3,BLMBI.15R3.B0T10_MBB-MBA_14R3,7281.01,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B15R3,BLMBI.15R3.B0T20_MBA-MBB_15R3,7296.67,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B15R3,BLMQI.15R3.B2E30_MQ,7311.12,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C15R3,BLMQI.15R3.B1I10_MQ,7314.21,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F15R3,BLMQI.15R3.B2E10_MQ,7317.62,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.A16R3,BLMQI.15R3.B1I30_MQ,7320.12,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.A16R3,BLMBI.16R3.B0T10_MBA-MBB_15R3,7334.46,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B16R3,BLMBI.16R3.B0T20_MBB-MBA_16R3,7350.12,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B16R3,BLMQI.16R3.B2E30_MQ,7364.57,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C16R3,BLMQI.16R3.B1I10_MQ,7367.66,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F16R3,BLMQI.16R3.B2E10_MQ,7371.07,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.A17R3,BLMQI.16R3.B1I30_MQ,7373.57,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.A17R3,BLMBI.17R3.B0T10_MBB-MBA_16R3,7387.91,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B17R3,BLMBI.17R3.B0T20_MBA-MBB_17R3,7403.57,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B17R3,BLMQI.17R3.B2E30_MQ,7418.02,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C17R3,BLMQI.17R3.B1I10_MQ,7421.11,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F17R3,BLMQI.17R3.B2E10_MQ,7424.52,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.A18R3,BLMQI.17R3.B1I30_MQ,7427.02,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.A18R3,BLMBI.18R3.B0T10_MBA-MBB_17R3,7441.36,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B18R3,BLMBI.18R3.B0T20_MBB-MBA_18R3,7457.02,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B18R3,BLMQI.18R3.B2E30_MQ,7471.47,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C18R3,BLMQI.18R3.B1I10_MQ,7474.56,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F18R3,BLMQI.18R3.B2E10_MQ,7477.97,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.A19R3,BLMQI.18R3.B1I30_MQ,7480.47,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.A19R3,BLMBI.19R3.B0T10_MBB-MBA_18R3,7494.81,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B19R3,BLMBI.19R3.B0T20_MBA-MBB_19R3,7510.47,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B19R3,BLMQI.19R3.B2E30_MQ,7524.92,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C19R3,BLMQI.19R3.B1I10_MQ,7528.01,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F19R3,BLMQI.19R3.B2E10_MQ,7531.42,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.A20R3,BLMQI.19R3.B1I30_MQ,7533.92,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.A20R3,BLMBI.20R3.B0T10_MBA-MBB_19R3,7548.26,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B20R3,BLMBI.20R3.B0T20_MBB-MBA_20R3,7563.92,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B20R3,BLMQI.20R3.B2E30_MQ,7578.37,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C20R3,BLMQI.20R3.B1I10_MQ,7581.46,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F20R3,BLMQI.20R3.B2E10_MQ,7584.87,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.A21R3,BLMQI.20R3.B1I30_MQ,7587.37,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.A21R3,BLMBI.21R3.B0T10_MBB-MBA_20R3,7601.71,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B21R3,BLMBI.21R3.B0T20_MBA-MBB_21R3,7617.37,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B21R3,BLMQI.21R3.B2E30_MQ,7631.82,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C21R3,BLMQI.21R3.B1I10_MQ,7634.91,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F21R3,BLMQI.21R3.B2E10_MQ,7638.32,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.A22R3,BLMQI.21R3.B1I30_MQ,7640.82,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.A22R3,BLMBI.22R3.B0T10_MBA-MBB_21R3,7655.16,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B22R3,BLMBI.22R3.B0T20_MBB-MBA_22R3,7670.82,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B22R3,BLMQI.22R3.B2E30_MQ,7685.27,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C22R3,BLMQI.22R3.B1I10_MQ,7688.36,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F22R3,BLMQI.22R3.B2E10_MQ,7691.77,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.A23R3,BLMQI.22R3.B1I30_MQ,7694.27,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.A23R3,BLMBI.23R3.B0T10_MBB-MBA_22R3,7708.61,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B23R3,BLMBI.23R3.B0T20_MBA-MBB_23R3,7724.27,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B23R3,BLMQI.23R3.B2E30_MQ,7738.72,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C23R3,BLMQI.23R3.B1I10_MQ,7741.81,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F23R3,BLMQI.23R3.B2E10_MQ,7745.22,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
