MONITOR_OFFICIAL_NAME,MONITOR_EXP_NAME,DCUM,IP,IS_CABLE_CONNECTED,SELECTED_RS,SECONDS_IRRADIATION,SOURCE_DISTANCE_CM,BLM_SOURCE_TEST_THRESHOLD_GY_S,BLM_REACH_FLAG,BLM_LOCATION,BLM_POSITION
BLMQI.A24R3,BLMQI.23R3.B1I30_MQ,7747.72,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.A24R3,BLMBI.24R3.B0T10_MBA-MBB_23R3,7762.06,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B24R3,BLMBI.24R3.B0T20_MBB-MBA_24R3,7777.72,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B24R3,BLMQI.24R3.B2E30_MQ,7792.17,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C24R3,BLMQI.24R3.B1I10_MQ,7795.26,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F24R3,BLMQI.24R3.B2E10_MQ,7798.67,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.A25R3,BLMQI.24R3.B1I30_MQ,7801.17,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.A25R3,BLMBI.25R3.B0T10_MBB-MBA_24R3,7815.51,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B25R3,BLMBI.25R3.B0T20_MBA-MBB_25R3,7831.17,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B25R3,BLMQI.25R3.B2E30_MQ,7845.62,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C25R3,BLMQI.25R3.B1I10_MQ,7848.71,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F25R3,BLMQI.25R3.B2E10_MQ,7852.12,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.A26R3,BLMQI.25R3.B1I30_MQ,7854.62,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.A26R3,BLMBI.26R3.B0T10_MBA-MBB_25R3,7868.96,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B26R3,BLMBI.26R3.B0T20_MBB-MBA_26R3,7884.62,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B26R3,BLMQI.26R3.B2E30_MQ,7899.07,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C26R3,BLMQI.26R3.B1I10_MQ,7902.16,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F26R3,BLMQI.26R3.B2E10_MQ,7905.57,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.A27R3,BLMQI.26R3.B1I30_MQ,7908.07,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.A27R3,BLMBI.27R3.B0T10_MBB-MBA_26R3,7922.41,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B27R3,BLMBI.27R3.B0T20_MBA-MBB_27R3,7938.07,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B27R3,BLMQI.27R3.B2E30_MQ,7952.52,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C27R3,BLMQI.27R3.B1I10_MQ,7955.61,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F27R3,BLMQI.27R3.B2E10_MQ,7959.02,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.A28R3,BLMQI.27R3.B1I30_MQ,7961.52,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.A28R3,BLMBI.28R3.B0T10_MBA-MBB_27R3,7975.86,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B28R3,BLMBI.28R3.B0T20_MBB-MBA_28R3,7991.52,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B28R3,BLMQI.28R3.B2E30_MQ,8005.97,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C28R3,BLMQI.28R3.B1I10_MQ,8009.06,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F28R3,BLMQI.28R3.B2E10_MQ,8012.47,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.A29R3,BLMQI.28R3.B1I30_MQ,8014.97,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.A29R3,BLMBI.29R3.B0T10_MBB-MBA_28R3,8029.31,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B29R3,BLMBI.29R3.B0T20_MBA-MBB_29R3,8044.97,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B29R3,BLMQI.29R3.B2E30_MQ,8059.42,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C29R3,BLMQI.29R3.B1I10_MQ,8062.51,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F29R3,BLMQI.29R3.B2E10_MQ,8065.92,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.A30R3,BLMQI.29R3.B1I30_MQ,8068.42,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.A30R3,BLMBI.30R3.B0T10_MBA-MBB_29R3,8082.76,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B30R3,BLMBI.30R3.B0T20_MBB-MBA_30R3,8098.42,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B30R3,BLMQI.30R3.B2E30_MQ,8112.87,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C30R3,BLMQI.30R3.B1I10_MQ,8115.96,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F30R3,BLMQI.30R3.B2E10_MQ,8119.37,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.A31R3,BLMQI.30R3.B1I30_MQ,8121.87,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.A31R3,BLMBI.31R3.B0T10_MBB-MBA_30R3,8136.21,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B31R3,BLMBI.31R3.B0T20_MBA-MBB_31R3,8151.87,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B31R3,BLMQI.31R3.B2E30_MQ,8166.32,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C31R3,BLMQI.31R3.B1I10_MQ,8169.41,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F31R3,BLMQI.31R3.B2E10_MQ,8172.82,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.A32R3,BLMQI.31R3.B1I30_MQ,8175.32,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.A32R3,BLMBI.32R3.B0T10_MBA-MBB_31R3,8189.66,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B32R3,BLMBI.32R3.B0T20_MBB-MBA_32R3,8205.32,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B32R3,BLMQI.32R3.B2E30_MQ,8219.77,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C32R3,BLMQI.32R3.B1I10_MQ,8222.86,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F32R3,BLMQI.32R3.B2E10_MQ,8226.27,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.A33R3,BLMQI.32R3.B1I30_MQ,8228.77,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.A33R3,BLMBI.33R3.B0T10_MBB-MBA_32R3,8243.11,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B33R3,BLMBI.33R3.B0T20_MBA-MBB_33R3,8258.77,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B33R3,BLMQI.33R3.B2E30_MQ,8273.22,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C33R3,BLMQI.33R3.B1I10_MQ,8276.31,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F33R3,BLMQI.33R3.B2E10_MQ,8279.72,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.A34R3,BLMQI.33R3.B1I30_MQ,8282.22,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.A34R3,BLMBI.34R3.B0T10_MBA-MBB_33R3,8296.56,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B34R3,BLMBI.34R3.B0T20_MBB-MBA_34R3,8312.22,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B34R3,BLMQI.34R3.B2E30_MQ,8326.67,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C34R3,BLMQI.34R3.B1I10_MQ,8329.76,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C34L4,BLMQI.34R3.B2E10_MQ,8333.17,LHC_IP3,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.B34L4,BLMQI.34R3.B1I30_MQ,8335.67,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.B34L4,BLMBI.34L4.B0T20_MBA-MBB_34R3,8350.01,LHC_IP3,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A34L4,BLMBI.34L4.B0T10_MBB-MBA_33L4,8365.67,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A34L4,BLMQI.33L4.B2E30_MQ,8380.12,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F33L4,BLMQI.33L4.B1I10_MQ,8383.21,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C33L4,BLMQI.33L4.B2E10_MQ,8386.62,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.B33L4,BLMQI.33L4.B1I30_MQ,8389.12,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.B33L4,BLMBI.33L4.B0T20_MBB-MBA_33L4,8403.46,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A33L4,BLMBI.33L4.B0T10_MBA-MBB_32L4,8419.12,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A33L4,BLMQI.32L4.B2E30_MQ,8433.57,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F32L4,BLMQI.32L4.B1I10_MQ,8436.66,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C32L4,BLMQI.32L4.B2E10_MQ,8440.07,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.B32L4,BLMQI.32L4.B1I30_MQ,8442.57,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.B32L4,BLMBI.32L4.B0T20_MBA-MBB_32L4,8456.91,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A32L4,BLMBI.32L4.B0T10_MBB-MBA_31L4,8472.57,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A32L4,BLMQI.31L4.B2E30_MQ,8487.02,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F31L4,BLMQI.31L4.B1I10_MQ,8490.11,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C31L4,BLMQI.31L4.B2E10_MQ,8493.52,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.B31L4,BLMQI.31L4.B1I30_MQ,8496.02,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.B31L4,BLMBI.31L4.B0T20_MBB-MBA_31L4,8510.36,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A31L4,BLMBI.31L4.B0T10_MBA-MBB_30L4,8526.02,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A31L4,BLMQI.30L4.B2E30_MQ,8540.47,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F30L4,BLMQI.30L4.B1I10_MQ,8543.56,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C30L4,BLMQI.30L4.B2E10_MQ,8546.97,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.B30L4,BLMQI.30L4.B1I30_MQ,8549.47,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.B30L4,BLMBI.30L4.B0T20_MBA-MBB_30L4,8563.81,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A30L4,BLMBI.30L4.B0T10_MBB-MBA_29L4,8579.47,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A30L4,BLMQI.29L4.B2E30_MQ,8593.92,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F29L4,BLMQI.29L4.B1I10_MQ,8597.01,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C29L4,BLMQI.29L4.B2E10_MQ,8600.42,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.B29L4,BLMQI.29L4.B1I30_MQ,8602.92,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.B29L4,BLMBI.29L4.B0T20_MBB-MBA_29L4,8617.26,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A29L4,BLMBI.29L4.B0T10_MBA-MBB_28L4,8632.92,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A29L4,BLMQI.28L4.B2E30_MQ,8647.37,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F28L4,BLMQI.28L4.B1I10_MQ,8650.46,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C28L4,BLMQI.28L4.B2E10_MQ,8653.87,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.B28L4,BLMQI.28L4.B1I30_MQ,8656.37,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.B28L4,BLMBI.28L4.B0T20_MBA-MBB_28L4,8670.71,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A28L4,BLMBI.28L4.B0T10_MBB-MBA_27L4,8686.37,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A28L4,BLMQI.27L4.B2E30_MQ,8700.82,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F27L4,BLMQI.27L4.B1I10_MQ,8703.91,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C27L4,BLMQI.27L4.B2E10_MQ,8707.32,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.B27L4,BLMQI.27L4.B1I30_MQ,8709.82,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.B27L4,BLMBI.27L4.B0T20_MBB-MBA_27L4,8724.16,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A27L4,BLMBI.27L4.B0T10_MBA-MBB_26L4,8739.82,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A27L4,BLMQI.26L4.B2E30_MQ,8754.27,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F26L4,BLMQI.26L4.B1I10_MQ,8757.36,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C26L4,BLMQI.26L4.B2E10_MQ,8760.77,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.B26L4,BLMQI.26L4.B1I30_MQ,8763.27,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.B26L4,BLMBI.26L4.B0T20_MBA-MBB_26L4,8777.61,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A26L4,BLMBI.26L4.B0T10_MBB-MBA_25L4,8793.27,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A26L4,BLMQI.25L4.B2E30_MQ,8807.72,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F25L4,BLMQI.25L4.B1I10_MQ,8810.81,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C25L4,BLMQI.25L4.B2E10_MQ,8814.22,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.B25L4,BLMQI.25L4.B1I30_MQ,8816.72,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.B25L4,BLMBI.25L4.B0T20_MBB-MBA_25L4,8831.06,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A25L4,BLMBI.25L4.B0T10_MBA-MBB_24L4,8846.72,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A25L4,BLMQI.24L4.B2E30_MQ,8861.17,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F24L4,BLMQI.24L4.B1I10_MQ,8864.26,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C24L4,BLMQI.24L4.B2E10_MQ,8867.67,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.B24L4,BLMQI.24L4.B1I30_MQ,8870.17,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.B24L4,BLMBI.24L4.B0T20_MBA-MBB_24L4,8884.51,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A24L4,BLMBI.24L4.B0T10_MBB-MBA_23L4,8900.17,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A24L4,BLMQI.23L4.B2E30_MQ,8914.62,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F23L4,BLMQI.23L4.B1I10_MQ,8917.71,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C23L4,BLMQI.23L4.B2E10_MQ,8921.12,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.B23L4,BLMQI.23L4.B1I30_MQ,8923.62,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.B23L4,BLMBI.23L4.B0T20_MBB-MBA_23L4,8937.96,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A23L4,BLMBI.23L4.B0T10_MBA-MBB_22L4,8953.62,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A23L4,BLMQI.22L4.B2E30_MQ,8968.07,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F22L4,BLMQI.22L4.B1I10_MQ,8971.16,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C22L4,BLMQI.22L4.B2E10_MQ,8974.57,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.B22L4,BLMQI.22L4.B1I30_MQ,8977.07,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.B22L4,BLMBI.22L4.B0T20_MBA-MBB_22L4,8991.41,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A22L4,BLMBI.22L4.B0T10_MBB-MBA_21L4,9007.07,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A22L4,BLMQI.21L4.B2E30_MQ,9021.52,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F21L4,BLMQI.21L4.B1I10_MQ,9024.61,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C21L4,BLMQI.21L4.B2E10_MQ,9028.02,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.B21L4,BLMQI.21L4.B1I30_MQ,9030.52,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.B21L4,BLMBI.21L4.B0T20_MBB-MBA_21L4,9044.86,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A21L4,BLMBI.21L4.B0T10_MBA-MBB_20L4,9060.52,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A21L4,BLMQI.20L4.B2E30_MQ,9074.97,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F20L4,BLMQI.20L4.B1I10_MQ,9078.06,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C20L4,BLMQI.20L4.B2E10_MQ,9081.47,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.B20L4,BLMQI.20L4.B1I30_MQ,9083.97,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.B20L4,BLMBI.20L4.B0T20_MBA-MBB_20L4,9098.31,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A20L4,BLMBI.20L4.B0T10_MBB-MBA_19L4,9113.97,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A20L4,BLMQI.19L4.B2E30_MQ,9128.42,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F19L4,BLMQI.19L4.B1I10_MQ,9131.51,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C19L4,BLMQI.19L4.B2E10_MQ,9134.92,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.B19L4,BLMQI.19L4.B1I30_MQ,9137.42,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.B19L4,BLMBI.19L4.B0T20_MBB-MBA_19L4,9151.76,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A19L4,BLMBI.19L4.B0T10_MBA-MBB_18L4,9167.42,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A19L4,BLMQI.18L4.B2E30_MQ,9181.87,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F18L4,BLMQI.18L4.B1I10_MQ,9184.96,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C18L4,BLMQI.18L4.B2E10_MQ,9188.37,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.B18L4,BLMQI.18L4.B1I30_MQ,9190.87,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.B18L4,BLMBI.18L4.B0T20_MBA-MBB_18L4,9205.21,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A18L4,BLMBI.18L4.B0T10_MBB-MBA_17L4,9220.87,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A18L4,BLMQI.17L4.B2E30_MQ,9235.32,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F17L4,BLMQI.17L4.B1I10_MQ,9238.41,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C17L4,BLMQI.17L4.B2E10_MQ,9241.82,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.B17L4,BLMQI.17L4.B1I30_MQ,9244.32,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.B17L4,BLMBI.17L4.B0T20_MBB-MBA_17L4,9258.66,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A17L4,BLMBI.17L4.B0T10_MBA-MBB_16L4,9274.32,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A17L4,BLMQI.16L4.B2E30_MQ,9288.77,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F16L4,BLMQI.16L4.B1I10_MQ,9291.86,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C16L4,BLMQI.16L4.B2E10_MQ,9295.27,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.B16L4,BLMQI.16L4.B1I30_MQ,9297.77,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.B16L4,BLMBI.16L4.B0T20_MBA-MBB_16L4,9312.11,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A16L4,BLMBI.16L4.B0T10_MBB-MBA_15L4,9327.77,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A16L4,BLMQI.15L4.B2E30_MQ,9342.22,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F15L4,BLMQI.15L4.B1I10_MQ,9345.31,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C15L4,BLMQI.15L4.B2E10_MQ,9348.72,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.B15L4,BLMQI.15L4.B1I30_MQ,9351.22,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMBI.B15L4,BLMBI.15L4.B0T20_MBB-MBA_15L4,9365.56,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.A15L4,BLMBI.15L4.B0T10_MBA-MBB_14L4,9381.22,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.A15L4,BLMQI.14L4.B2E30_MQ,9395.67,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F14L4,BLMQI.14L4.B1I10_MQ,9398.76,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C14L4,BLMQI.14L4.B2E10_MQ,9402.17,LHC_IP4,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.B14L4,BLMQI.14L4.B1I30_MQ,9404.67,LHC_IP4,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
